Material Dump with Offsets
0x82D2E3F8   $default
0x82D44178   menu_mp_weapons_attach_flamethrower
0x82D441F8   menu_mp_weapons_attach_grenade_launcher
0x82D44278   menu_mp_weapons_attach_grip
0x82D442F8   menu_mp_weapons_attach_grip_folding
0x82D44378   menu_mp_weapons_attach_ir
0x82D443F8   menu_mp_weapons_attach_ironsight
0x82D44478   menu_mp_weapons_attach_lps
0x82D444F8   menu_mp_weapons_attach_masterkey
0x82D44578   menu_mp_weapons_attach_reload
0x82D445F8   menu_mp_weapons_attach_rof
0x82D44678   menu_mp_weapons_attach_silencer
0x82D446F8   menu_mp_weapons_attach_snub
0x82D44778   menu_mp_weapons_attach_upgradesight
0x82D447F8   menu_mp_weapons_attach_vzoom
0x82D44878   menu_mp_weapons_camo_dusty
0x82D448F8   menu_mp_weapons_camo_icy
0x82D44978   menu_mp_weapons_camo_mass
0x82D449F8   menu_mp_weapons_camo_olive
0x82D44A78   menu_mp_weapons_camo_berlin
0x82D44AF8   menu_mp_weapons_camo_erdl
0x82D44B78   menu_mp_weapons_camo_flora
0x82D44BF8   menu_mp_weapons_camo_nevada
0x82D44C78   menu_mp_weapons_camo_sahara
0x82D44CF8   menu_mp_weapons_camo_siberia
0x82D44D78   menu_mp_weapons_camo_tiger
0x82D44DF8   menu_mp_weapons_camo_warsaw
0x82D44E78   menu_mp_weapons_camo_wood
0x82D44EF8   menu_mp_weapons_camo_yukon
0x82D44F78   menu_mp_weapons_camo_gold
0x82D44FF8   menu_mp_bar_shadow
0x82D45078   menu_mp_combatrecord_bar
0x82D450F8   menu_mp_lobby_cac_line_2_prong
0x82D45178   menu_mp_lobby_cac_line_2_prong_left
0x82D451F8   menu_mp_lobby_cac_line_3_prong
0x82D45278   perk_professional_pro_256
0x82D452F8   perk_professional_256
0x82D45378   perk_sleight_of_hand_pro_256
0x82D453F8   perk_sleight_of_hand_256
0x82D45478   perk_deep_impact_pro_256
0x82D454F8   perk_deep_impact_256
0x82D45578   perk_scout_pro_256
0x82D455F8   perk_scout_256
0x82D45678   ui_button_xenon_3d_a_32x32
0x82D456F8   ui_arrow_left
0x82D45778   ui_arrow_right
0x82D457F8   menu_mp_lobby_frame_fade
0x82D45878   menu_safearea_arrow
0x82D458F8   menu_mp_lobby_bar_name
0x82D45978   thumbsup
0x82D459F8   menu_mp_killstreak_select
0x82D45A78   voice_off
0x82D45AF8   voice_on
0x82D45B78   perk_steady_aim
0x82D45BF8   perk_steady_aim_pro
0x82D45C78   perk_deep_impact
0x82D45CF8   perk_deep_impact_pro
0x82D45D78   perk_hacker
0x82D45DF8   perk_hacker_pro
0x82D45E78   perk_sleight_of_hand
0x82D45EF8   perk_sleight_of_hand_pro
0x82D45F78   perk_flak_jacket
0x82D45FF8   perk_flak_jacket_pro
0x82D46078   perk_tactical_mask
0x82D460F8   perk_tactical_mask_pro
0x82D46178   perk_scout
0x82D461F8   perk_scout_pro
0x82D46278   perk_hardline
0x82D462F8   perk_hardline_pro
0x82D46378   perk_marathon
0x82D463F8   perk_marathon_pro
0x82D46478   perk_lightweight
0x82D464F8   perk_lightweight_pro
0x82D46578   perk_ghost
0x82D465F8   perk_ghost_pro
0x82D46678   perk_null
0x82D466F8   perk_second_chance
0x82D46778   perk_second_chance_pro
0x82D467F8   perk_ninja
0x82D46878   perk_ninja_pro
0x82D468F8   perk_scavenger
0x82D46978   perk_scavenger_pro
0x82D469F8   perk_professional
0x82D46A78   perk_professional_pro
0x82D46AF8   hud_notification_rank_backing
0x82D46B78   menu_mp_lobby_aar_award_challenge
0x82D46BF8   menu_mp_lobby_aar_award_ccontract
0x82D46C78   hud_arrow_right
0x82D46CF8   hud_arrow_down
0x82D46D78   menu_mp_lobby_icon_clip
0x82D46DF8   menu_mp_lobby_icon_film
0x82D46E78   menu_mp_lobby_icon_screenshot
0x82D46EF8   menu_mp_lobby_icon_customgamemode
0x82D46F78   menu_mp_star_rating
0x82D46FF8   menu_mp_fileshare_custom
0x82D47078   perk_steady_aim_pro_256
0x82D470F8   perk_steady_aim_256
0x82D47178   perk_hardline_pro_256
0x82D471F8   perk_hardline_256
0x82D47278   perk_flak_jacket_pro_256
0x82D472F8   perk_flak_jacket_256
0x82D47378   perk_ghost_pro_256
0x82D473F8   perk_ghost_256
0x82D47478   perk_scavenger_pro_256
0x82D474F8   perk_scavenger_256
0x82D47578   perk_lightweight_pro_256
0x82D475F8   perk_lightweight_256
0x82D47678   menu_mp_lobby_cac_dirt
0x82D476F8   killstreak_tow_turret_drop_lobby
0x82D47778   killstreak_spyplane_direction_lobby
0x82D477F8   killstreak_napalm_lobby
0x82D47878   killstreak_m220_tow_drop_lobby
0x82D478F8   killstreak_helicopter_player_firstperson_lobby
0x82D47978   killstreak_helicopter_comlink_lobby
0x82D479F8   killstreak_dogs_lobby
0x82D47A78   killstreak_counteruav_lobby
0x82D47AF8   killstreak_auto_turret_drop_lobby
0x82D47B78   killstreak_airstrike_lobby
0x82D47BF8   menu_mp_contract_paid
0x82D47C78   menu_mp_lobby_aar_wager03
0x82D47CF8   menu_mp_lobby_aar_wager02
0x82D47D78   menu_mp_lobby_aar_wager01
0x82D47DF8   menu_mp_lobby_aar_award_best
0x82D47E78   menu_mp_lobby_frame_tab_center
0x82D47EF8   menu_mp_lobby_frame_tab
0x82D47F78   menu_white_line
0x82D47FF8   menu_white_backing_faded
0x82D48078   menu_popup_back
0x82D480F8   menu_mp_welcome_beta
0x82D48178   menu_mp_playlist_map
0x82D481F8   menu_mp_theater_question
0x82D48278   menu_mp_lobby_scrollbar_main
0x82D482F8   menu_mp_lobby_scrollbar_block
0x82D48378   menu_mp_lobby_locked_challenge
0x82D483F8   menu_mp_lobby_locked_big
0x82D48478   menu_mp_lobby_heat_indicator_circle
0x82D484F8   menu_mp_lobby_frame_line
0x82D48578   menu_mp_lobby_circle
0x82D485F8   menu_mp_lobby_chipstack
0x82D48678   menu_mp_lobby_cac_highlight
0x82D486F8   menu_mp_heatmap_figure
0x82D48778   menu_mp_background_image_main
0x82D487F8   menu_lobby_title_strip
0x82D48878   menu_lobby_title_back
0x82D488F8   menu_lobby_strip_whole
0x82D48978   menu_lobby_name_highlight
0x82D489F8   menu_black_line
0x82D48A78   ui_line_graph
0x82D48AF8   ui_blur
0x82D48B78   gradient_fadein
0x82D48BF8   line_vertical
0x82D48C78   gradient_left
0x82D48CF8   gradient_center
0x82D48D78   party_ready
0x82D48DF8   party_notready
0x82D48E78   black
0x82D48EF8   tow_overlay
0x82D48F78   hud_icon_stuck_semtex
0x82D48FF8   hud_icon_stuck_arrow
0x82D49078   Øø
0x82D490F8   Øx
0x82D49178   hud_dpad_outer_frame_highlight_up
0x82D491F8   hud_faction_back_light
0x82D49278   hud_dpad_outer_frame
0x82D492F8   menu_white_line_faded_big
0x82D49378   killstreak_mortar_lobby
0x82D493F8   killstreak_helicopter_gunner_lobby
0x82D49478   killstreak_spyplane_lobby
0x82D494F8   killstreak_rcbomb_lobby
0x82D49578   killstreak_supply_drop_lobby
0x82D495F8   hud_dpad_outer_frame_rim
0x82D49678   hud_dpad_xenon
0x82D496F8   menu_white_line_faded
0x82D49778   hud_dpad_overlay_x
0x82D497F8   hud_dpad_overlay_circle
0x82D49878   hud_frame_arrow
0x82D498F8   hud_frame_arrow_right
0x82D49978   hud_suitcase_bomb
0x82D499F8   hud_ctf_flag_info_green
0x82D49A78   hud_ctf_flag_info_red
0x82D49AF8   menu_button_backing_highlight
0x82D49B78   menu_button_backing
0x82D49BF8   xenon_stick_move_look
0x82D49C78   xenon_stick_move_turn
0x82D49CF8   xenon_stick_turn
0x82D49D78   xenon_stick_move
0x82D49DF8   xenon_controller_top
0x82D49E78   emblem_bg_classified_lobby
0x82D49EF8   emblem_bg_blank
0x82D49F78   menu_mp_lobby_classified
0x82D49FF8   viewer_grid
0x82D4A078   ui_viewer
0x82D4A0F8   menu_mp_background_logo
0x82D4A178   menu_mp_background_main2
0x82D4A1F8   animbg_fogscrollthin
0x82D4A278   menu_mp_background_main
0x82D4A2F8   menu_mp_motd_codxp
0x82D4A378   menu_mp_lobby_elite
0x82D4A3F8   menu_mp_lobby_elite_soldier
0x82D4A478   menu_mp_lobby_elite_smoke
0x82D4A4F8   menu_mp_lobby_elite_logo
0x82D4A578   menu_mp_lobby_elite_frame
0x82D4A5F8   menu_mp_lobby_alpha_logo
0x82D4A678   menu_mp_lobby_alpha
0x82D4A6F8   menu_mp_motd_rez
0x82D4A778   menu_mp_motd_annihilation
0x82D4A7F8   menu_mp_motd_elite
0x82D4A878   menu_mp_motd_escalation
0x82D4A8F8   menu_mp_motd_doublexp
0x82D4A978   menu_playstation_store_logo_sd
0x82D4A9F8   menu_playstation_store_logo_720
0x82D4AA78   menu_playstation_store_logo
0x82D4AAF8   menu_mp_zoo_map_select_final
0x82D4AB78   menu_mp_zoo_map_select_bw
0x82D4ABF8   menu_mp_zoo_map_select_big
0x82D4AC78   menu_mp_zoo_map_select
0x82D4ACF8   menu_mp_warmuseum_map_select_final
0x82D4AD78   menu_mp_warmuseum_map_select_bw
0x82D4ADF8   menu_mp_warmuseum_map_select_big
0x82D4AE78   menu_mp_warmuseum_map_select
0x82D4AEF8   menu_mp_stadium_map_select_final
0x82D4AF78   menu_mp_stadium_map_select_bw
0x82D4AFF8   menu_mp_stadium_map_select_big
0x82D4B078   menu_mp_stadium_map_select
0x82D4B0F8   menu_mp_snowmine_map_select_final
0x82D4B178   menu_mp_snowmine_map_select_bw
0x82D4B1F8   menu_mp_snowmine_map_select_big
0x82D4B278   menu_mp_snowmine_map_select
0x82D4B2F8   menu_mp_silo_map_select_final
0x82D4B378   menu_mp_silo_map_select_bw
0x82D4B3F8   menu_mp_silo_map_select_big
0x82D4B478   menu_mp_silo_map_select
0x82D4B4F8   menu_mp_radiation_map_select_bw
0x82D4B578   menu_mp_radiation_map_select
0x82D4B5F8   menu_mp_outskirts_map_select_final
0x82D4B678   menu_mp_outskirts_map_select_bw
0x82D4B6F8   menu_mp_outskirts_map_select_big
0x82D4B778   menu_mp_outskirts_map_select
0x82D4B7F8   menu_mp_kowloon_map_select_final
0x82D4B878   menu_mp_kowloon_map_select_bw
0x82D4B8F8   menu_mp_kowloon_map_select_big
0x82D4B978   menu_mp_kowloon_map_select
0x82D4B9F8   menu_mp_hotel_map_select_final
0x82D4BA78   menu_mp_hotel_map_select_bw
0x82D4BAF8   menu_mp_hotel_map_select_big
0x82D4BB78   menu_mp_hotel_map_select
0x82D4BBF8   menu_mp_hotel2_map_select_final
0x82D4BC78   menu_mp_hotel2_map_select_bw
0x82D4BCF8   menu_mp_hotel2_map_select_big
0x82D4BD78   menu_mp_hotel2_map_select
0x82D4BDF8   menu_mp_gridlock_map_select_final
0x82D4BE78   menu_mp_gridlock_map_select_bw
0x82D4BEF8   menu_mp_gridlock_map_select_big
0x82D4BF78   menu_mp_gridlock_map_select
0x82D4BFF8   menu_mp_golfcourse_map_select_final
0x82D4C078   menu_mp_golfcourse_map_select_bw
0x82D4C0F8   menu_mp_golfcourse_map_select_big
0x82D4C178   menu_mp_golfcourse_map_select
0x82D4C1F8   menu_mp_firebase_map_select_final
0x82D4C278   menu_mp_firebase_map_select_bw
0x82D4C2F8   menu_mp_firebase_map_select_big
0x82D4C378   menu_mp_firebase_map_select
0x82D4C3F8   menu_mp_drivein_map_select_final
0x82D4C478   menu_mp_drivein_map_select_bw
0x82D4C4F8   menu_mp_drivein_map_select_big
0x82D4C578   menu_mp_drivein_map_select
0x82D4C5F8   menu_mp_discovery_map_select_final
0x82D4C678   menu_mp_discovery_map_select_bw
0x82D4C6F8   menu_mp_discovery_map_select_big
0x82D4C778   menu_mp_discovery_map_select
0x82D4C7F8   menu_mp_berlinwall2_map_select_final
0x82D4C878   menu_mp_berlinwall2_map_select_bw
0x82D4C8F8   menu_mp_berlinwall2_map_select_big
0x82D4C978   menu_mp_berlinwall2_map_select
0x82D4C9F8   menu_mp_area51_map_select_final
0x82D4CA78   menu_mp_area51_map_select_bw
0x82D4CAF8   menu_mp_area51_map_select_big
0x82D4CB78   menu_mp_area51_map_select
0x82D4CBF8   water_dynamic_spray
0x82D4CC78   $ps3_reload_zcull_donotremove
0x82D4CCF8   bloom_mip3_blur
0x82D4CD78   redact3
0x82D4CDF8   redact2
0x82D4CE78   redact1
0x82D4CEF8   rope
0x82D4CF78   particle_zdownsample_donotremove
0x82D4CFF8   particle_blend_donotremove
0x82D4D078   $ps3_aadownsample_donotremove
0x82D4D0F8   $processed_floatz_donotremove
0x82D4D178   $floatz_donotremove
0x82D4D1F8   debug_sphere_interior
0x82D4D278   debug_sphere_exterior
0x82D4D2F8   emblem_lut
0x82D4D378   emblem_lut_2d
0x82D4D3F8   emblem_bg_nocod
0x82D4D478   contract_completed
0x82D4D4F8   contract_expired
0x82D4D578   generic_filter_superflare_apply
0x82D4D5F8   generic_filter_superflare_occluder
0x82D4D678   generic_filter_superflare_occluder_debug
0x82D4D6F8   generic_filter_superflare_occluder_noz
0x82D4D778   generic_filter_superflare_occluder_noz_debug
0x82D4D7F8   menu_mp_weapons_attach_mk_hirez
0x82D4D878   menu_mp_weapons_attach_gl_hirez
0x82D4D8F8   menu_mp_weapons_attach_ft_hirez
0x82D4D978   perk_backing_blueshield
0x82D4D9F8   perk_backing_bluestar
0x82D4DA78   perk_backing_greenarrow
0x82D4DAF8   perk_backing_greenstar
0x82D4DB78   perk_backing_orangeshield
0x82D4DBF8   perk_backing_orangestar
0x82D4DC78   menu_mp_lobby_customgame
0x82D4DCF8   rank_prvt_128
0x82D4DD78   rank_pfc_128
0x82D4DDF8   rank_spc_128
0x82D4DE78   rank_cpl_128
0x82D4DEF8   rank_sgt_128
0x82D4DF78   rank_ssgt_128
0x82D4DFF8   rank_sfc_128
0x82D4E078   rank_sgtm_128
0x82D4E0F8   rank_lt_128
0x82D4E178   rank_cpt_128
0x82D4E1F8   rank_maj_128
0x82D4E278   rank_ltcol_128
0x82D4E2F8   rank_col_128
0x82D4E378   rank_briggen_128
0x82D4E3F8   rank_majgen_128
0x82D4E478   rank_ltgen_128
0x82D4E4F8   rank_gen_128
0x82D4E578   rank_com_128
0x82D4E5F8   rank_prestige01_128
0x82D4E678   rank_prestige02_128
0x82D4E6F8   rank_prestige03_128
0x82D4E778   rank_prestige04_128
0x82D4E7F8   rank_prestige05_128
0x82D4E878   rank_prestige06_128
0x82D4E8F8   rank_prestige07_128
0x82D4E978   rank_prestige08_128
0x82D4E9F8   rank_prestige09_128
0x82D4EA78   rank_prestige10_128
0x82D4EAF8   rank_prestige11_128
0x82D4EB78   rank_prestige12_128
0x82D4EBF8   rank_prestige13_128
0x82D4EC78   rank_prestige14_128
0x82D4ECF8   rank_prestige15_128
0x82D4ED78   playlist_wager_highroller_bw
0x82D4EDF8   menu_mp_weapons_attach_lens
0x82D4EE78   menu_mp_weapons_color_lens
0x82D4EEF8   menu_mp_weapons_lens_hilight
0x82D4EF78   menu_mp_reticle_red_dot_main
0x82D4EFF8   menu_mp_reticle_circle_split01
0x82D4F078   menu_mp_reticle_lines_dots01
0x82D4F0F8   menu_mp_reticle_circles05
0x82D4F178   menu_mp_reticle_happyface01
0x82D4F1F8   menu_mp_reticle_arrows01
0x82D4F278   menu_mp_reticle_arrows02
0x82D4F2F8   menu_mp_reticle_arrows03
0x82D4F378   menu_mp_reticle_bones
0x82D4F3F8   menu_mp_reticle_burst01
0x82D4F478   menu_mp_reticle_circles01
0x82D4F4F8   menu_mp_reticle_circles02
0x82D4F578   menu_mp_reticle_circles03
0x82D4F5F8   menu_mp_reticle_circles04
0x82D4F678   menu_mp_reticle_circles_lines01
0x82D4F6F8   menu_mp_reticle_circles_lines02
0x82D4F778   menu_mp_reticle_circles_lines03
0x82D4F7F8   menu_mp_reticle_circles_triangles01
0x82D4F878   menu_mp_reticle_circles_triangles02
0x82D4F8F8   menu_mp_reticle_cross01
0x82D4F978   menu_mp_reticle_cross02
0x82D4F9F8   menu_mp_reticle_cross03
0x82D4FA78   menu_mp_reticle_cross04
0x82D4FAF8   menu_mp_reticle_cross05
0x82D4FB78   menu_mp_reticle_diamond01
0x82D4FBF8   menu_mp_reticle_diamond02
0x82D4FC78   menu_mp_reticle_heart
0x82D4FCF8   menu_mp_reticle_radiation
0x82D4FD78   menu_mp_reticle_skull01
0x82D4FDF8   menu_mp_reticle_square01
0x82D4FE78   menu_mp_reticle_square02
0x82D4FEF8   menu_mp_reticle_squares_cross01
0x82D4FF78   menu_mp_reticle_star01
0x82D4FFF8   menu_mp_reticle_three_dots
0x82D50078   menu_mp_reticle_treyarch
0x82D500F8   menu_mp_reticle_triangle01
0x82D50178   menu_mp_reticle_triangle02
0x82D501F8   menu_mp_reticle_x01
0x82D50278   menu_mp_reticle_x02
0x82D502F8   menu_mp_reticle_yinyang
0x82D50378   menu_mp_array_map_select
0x82D503F8   menu_mp_array_map_select_big
0x82D50478   menu_mp_array_map_select_bw
0x82D504F8   menu_mp_array_map_select_final
0x82D50578   menu_mp_berlinwall_map_select
0x82D505F8   menu_mp_berlinwall_map_select_big
0x82D50678   menu_mp_berlinwall_map_select_bw
0x82D506F8   menu_mp_berlinwall_map_select_final
0x82D50778   menu_mp_cairo_map_select
0x82D507F8   menu_mp_cairo_map_select_big
0x82D50878   menu_mp_cairo_map_select_bw
0x82D508F8   menu_mp_cairo_map_select_final
0x82D50978   menu_mp_cosmodrome_map_select
0x82D509F8   menu_mp_cosmodrome_map_select_big
0x82D50A78   menu_mp_cosmodrome_map_select_bw
0x82D50AF8   menu_mp_cosmodrome_map_select_final
0x82D50B78   menu_mp_cracked_map_select
0x82D50BF8   menu_mp_cracked_map_select_big
0x82D50C78   menu_mp_cracked_map_select_bw
0x82D50CF8   menu_mp_cracked_map_select_final
0x82D50D78   menu_mp_crisis_map_select
0x82D50DF8   menu_mp_crisis_map_select_big
0x82D50E78   menu_mp_crisis_map_select_bw
0x82D50EF8   menu_mp_crisis_map_select_final
0x82D50F78   menu_mp_discovery_map_select
0x82D50FF8   menu_mp_discovery_map_select_big
0x82D51078   menu_mp_discovery_map_select_bw
0x82D510F8   menu_mp_discovery_map_select_final
0x82D51178   menu_mp_duga_map_select
0x82D511F8   menu_mp_duga_map_select_big
0x82D51278   menu_mp_duga_map_select_bw
0x82D512F8   menu_mp_duga_map_select_final
0x82D51378   menu_mp_firingrange_map_select
0x82D513F8   menu_mp_firingrange_map_select_big
0x82D51478   menu_mp_firingrange_map_select_bw
0x82D514F8   menu_mp_firingrange_map_select_final
0x82D51578   menu_mp_hanoi_map_select
0x82D515F8   menu_mp_hanoi_map_select_big
0x82D51678   menu_mp_hanoi_map_select_bw
0x82D516F8   menu_mp_hanoi_map_select_final
0x82D51778   menu_mp_havoc_map_select
0x82D517F8   menu_mp_havoc_map_select_big
0x82D51878   menu_mp_havoc_map_select_bw
0x82D518F8   menu_mp_havoc_map_select_final
0x82D51978   menu_mp_hotel_map_select
0x82D519F8   menu_mp_hotel_map_select_big
0x82D51A78   menu_mp_hotel_map_select_bw
0x82D51AF8   menu_mp_hotel_map_select_final
0x82D51B78   menu_mp_jungle_map_select
0x82D51BF8   menu_mp_jungle_map_select_big
0x82D51C78   menu_mp_jungle_map_select_bw
0x82D51CF8   menu_mp_jungle_map_select_final
0x82D51D78   menu_mp_mountain_map_select
0x82D51DF8   menu_mp_mountain_map_select_big
0x82D51E78   menu_mp_mountain_map_select_bw
0x82D51EF8   menu_mp_mountain_map_select_final
0x82D51F78   menu_mp_munich_map_select
0x82D51FF8   menu_mp_munich_map_select_big
0x82D52078   menu_mp_munich_map_select_bw
0x82D520F8   menu_mp_munich_map_select_final
0x82D52178   menu_mp_nuked_map_select
0x82D521F8   menu_mp_nuked_map_select_big
0x82D52278   menu_mp_nuked_map_select_bw
0x82D522F8   menu_mp_nuked_map_select_final
0x82D52378   menu_mp_radiation_map_select
0x82D523F8   menu_mp_radiation_map_select_big
0x82D52478   menu_mp_radiation_map_select_bw
0x82D524F8   menu_mp_radiation_map_select_final
0x82D52578   menu_mp_russianbase_map_select
0x82D525F8   menu_mp_russianbase_map_select_big
0x82D52678   menu_mp_russianbase_map_select_bw
0x82D526F8   menu_mp_russianbase_map_select_final
0x82D52778   menu_mp_villa_map_select
0x82D527F8   menu_mp_villa_map_select_big
0x82D52878   menu_mp_villa_map_select_bw
0x82D528F8   menu_mp_villa_map_select_final
0x82D52978   menu_mp_random_map_select
0x82D529F8   menu_mp_random_map_select_big
0x82D52A78   menu_mp_random_map_select_bw
0x82D52AF8   menu_mp_lobby_nva
0x82D52B78   menu_mp_lobby_ops
0x82D52BF8   menu_mp_lobby_sog
0x82D52C78   menu_mp_lobby_spets
0x82D52CF8   menu_mp_lobby_tropas
0x82D52D78   menu_mp_lobby_op40
0x82D52DF8   playlist_barebones
0x82D52E78   playlist_barebones_classic
0x82D52EF8   playlist_ctf
0x82D52F78   playlist_dlc
0x82D52FF8   playlist_demolition
0x82D53078   playlist_domination
0x82D530F8   playlist_ffa
0x82D53178   playlist_groundwar
0x82D531F8   playlist_gungame
0x82D53278   playlist_hardcore
0x82D532F8   playlist_headquarters
0x82D53378   playlist_infantry
0x82D533F8   playlist_one_chamber
0x82D53478   playlist_prestige
0x82D534F8   playlist_random
0x82D53578   playlist_sabotage
0x82D535F8   playlist_search_destroy
0x82D53678   playlist_sharpshooter
0x82D536F8   playlist_sticks_and_stones
0x82D53778   playlist_team_tactical
0x82D537F8   playlist_tdm
0x82D53878   playlist_custom
0x82D538F8   playlist_wager
0x82D53978   playlist_wager_ante
0x82D539F8   playlist_wager_highroller
0x82D53A78   playlist_wager_weekend
0x82D53AF8   playlist_wagermulti
0x82D53B78   playlist_war
0x82D53BF8   playlist_generic_01
0x82D53C78   playlist_generic_02
0x82D53CF8   playlist_generic_03
0x82D53D78   playlist_generic_04
0x82D53DF8   playlist_generic_05
0x82D53E78   menu_party_privacy_open
0x82D53EF8   menu_party_privacy_close
0x82D53F78   menu_party_privacy_invite
0x82D53FF8   menu_party_privacy_friends
0x82D54078   kd_chart_red
0x82D540F8   kd_chart_green
0x82D54178   kd_chart_minus
0x82D541F8   kd_chart_plus
0x82D54278   combat_tab_career
0x82D542F8   combat_tab_comm_sup
0x82D54378   combat_tab_kills
0x82D543F8   combat_tab_knife
0x82D54478   combat_tab_match
0x82D544F8   menu_scroll_arrow
0x82D54578   piechart
0x82D545F8   menu_mp_cr_bkg
0x82D54678   menu_mp_heatmap_1
0x82D546F8   menu_mp_heatmap_2
0x82D54778   menu_mp_heatmap_3
0x82D547F8   menu_mp_heatmap_4
0x82D54878   menu_mp_heatmap_5
0x82D548F8   menu_mp_heatmap_6
0x82D54978   menu_mp_heatmap_7
0x82D549F8   menu_mp_heatmap_8
0x82D54A78   menu_mp_heatmap_9
0x82D54AF8   menu_mp_heatmap_10
0x82D54B78   menu_mp_heatmap_11
0x82D54BF8   menu_mp_heatmap_12
0x82D54C78   menu_mp_heatmap_13
0x82D54CF8   menu_mp_heatmap_14
0x82D54D78   menu_mp_heatmap_15
0x82D54DF8   menu_mp_heatmap_16
0x82D54E78   menu_mp_heatmap_17
0x82D54EF8   menu_mp_circle_shadow
0x82D54F78   com_sup_locked
0x82D54FF8   com_sup_x
0x82D55078   com_sup_box
0x82D550F8   com_sup_no_select
0x82D55178   killstreak_tab_kill
0x82D551F8   killstreak_tab_contract
0x82D55278   menu_matchmaking_locale
0x82D552F8   menu_matchmaking_locale_any
0x82D55378   menu_matchmaking_locale_preferred
0x82D553F8   heatmap_default
0x82D55478   playlistpop_default
0x82D554F8   ui_heatmap
0x82D55578   playlist_sp_hard
0x82D555F8   playlist_sp_recr
0x82D55678   playlist_sp_reg
0x82D556F8   playlist_sp_vet
0x82D55778   flag_australia
0x82D557F8   flag_austria
0x82D55878   flag_brazil
0x82D558F8   flag_brit
0x82D55978   flag_canada
0x82D559F8   flag_denmark
0x82D55A78   flag_germany
0x82D55AF8   flag_japan
0x82D55B78   flag_korea
0x82D55BF8   flag_neth
0x82D55C78   flag_poland
0x82D55CF8   flag_russia
0x82D55D78   flag_usa
0x82D55DF8   lock
0x82D55E78   ors
0x82D55EF8   os
0x82D55F78   vac
0x82D55FF8   wager_green
0x82D56078   wager_yellow
0x82D560F8   overlay_low_health
0x82D56178   overlay_low_health_splat
0x82D561F8   directional_damage_feedback
0x82D56278   Ôx
0x82D562F8   Ôø
0x82D56378   Õbx
0x82D563F8   Õbø
0x82D56478   Õcx
0x82D564F8   Õcø
0x82D56578   Õdx
0x82D565F8   Õdø
0x82D56678   hud_grenadeicon
0x82D566F8   hud_grenadepointer
0x82D56778   compassping_enemysatellite_diamond
0x82D567F8   compassping_yousatellite_diamond
0x82D56878   menu_white_line
0x82D568F8   hud_border_dpad_circle
0x82D56978   hud_border_dpad_line
0x82D569F8   Õex
0x82D56A78   Õeø
0x82D56AF8   scorebar_backdrop
0x82D56B78   hud_momentum_progress_bar_empty
0x82D56BF8   hud_momentum_progress_bar_full
0x82D56C78   hud_blitzkrieg_progress_bar_full
0x82D56CF8   hud_momentum_progress_bar_outline
0x82D56D78   hud_momentum_blitzkrieg
0x82D56DF8   menu_mp_background_glow
0x82D56E78   xenon_controller_top
0x82D56EF8   xenon_stick_move
0x82D56F78   xenon_stick_turn
0x82D56FF8   xenon_stick_move_turn
0x82D57078   xenon_stick_move_look
0x82D570F8   menu_button_backing
0x82D57178   menu_button_backing_highlight
0x82D571F8   line_horizontal_scorebar
0x82D57278   scorebar_fadein
0x82D572F8   hud_xpticker480
0x82D57378   hud_xpticker480ws
0x82D573F8   rank_icon_bg
0x82D57478   hud_border_dpad_compass
0x82D574F8   fullscreen_dirt_bottom
0x82D57578   fullscreen_dirt_right
0x82D575F8   fullscreen_dirt_left
0x82D57678   fullscreen_dirt_bottom_b
0x82D576F8   hud_death_suicide
0x82D57778   Õiø
0x82D577F8   Õjx
0x82D57878   Õwx
0x82D578F8   gfx_fxt_exp_ember_omni
0x82D57978   Õwø
0x82D579F8   Õxx
0x82D57A78   gfx_fxt_light_flare_phosphorous_eo20
0x82D57AF8   gfx_fxt_fire_anim_fuel_z3
0x82D57B78   Õyx
0x82D57BF8   gfx_fxt_smk_light_old
0x82D57C78   gfx_fxt_fire_anim_fuel_add_z3
0x82D57CF8   gfx_fxt_debris_clump_dirt
0x82D57D78   gfx_fxt_gas_flash
0x82D57DF8   gfx_fxt_debris_gib_dirt_pcloud_1
0x82D57E78   mc/gfx_impact_black01
0x82D57EF8   wc/gfx_impact_black01
0x82D57F78   mc/gfx_impact_black02
0x82D57FF8   wc/gfx_impact_black02
0x82D58078   gfx_fxt_smk_puff_z20
0x82D580F8   gfx_fxt_smk_light_z10
0x82D58178   mc/gfx_impact_wood01_seethruparallax
0x82D581F8   wc/gfx_impact_wood01_seethruparallax
0x82D58278   mc/mtl_fx_wood_splinter
0x82D582F8   gfx_fxt_debris_gib_wood2
0x82D58378   mc/gfx_impact_wood01
0x82D583F8   wc/gfx_impact_wood01
0x82D58478   mc/gfx_impact_wood02
0x82D584F8   wc/gfx_impact_wood02
0x82D58578   mc/gfx_impact_wood03
0x82D585F8   wc/gfx_impact_wood03
0x82D58678   gfx_fxt_smk_gen_z40_gr
0x82D586F8   Õyø
0x82D58778   gfx_fxt_debris_gib_rock
0x82D587F8   mc/gfx_impact_concrete01
0x82D58878   wc/gfx_impact_concrete01
0x82D588F8   mc/gfx_impact_concrete02
0x82D58978   wc/gfx_impact_concrete02
0x82D589F8   gfx_fxt_smk_gen
0x82D58A78   gfx_fxt_debris_clump
0x82D58AF8   gfx_fxt_debris_cottonpuff
0x82D58B78   mc/gfx_impact_fabric
0x82D58BF8   wc/gfx_impact_fabric
0x82D58C78   gfx_fxt_debris_conc
